
@生活下去的意义,,你们日本人一人一口喝下去就得了！自己造的孽跪着也要喝完！太平洋的生命不无辜吗？！,4,2019-09-13 11:39,1
@FrankensteinVI,,看球赛都要把其他国家游客的垃圾给捡起走，怎么到了大是大非面前就装聋作哑？真尼玛缺德,9,2019-09-13 11:09,1
@二十一岁,,缺德事都让你干完了,12,2019-09-13 10:55,4
@口袋l,,真希望日本的冬奥会没有一个国家参加,3,2019-09-13 14:08,1
@KL35947,,日本要灭亡是地球的意思，我们其他国家别无选择。,3,2019-09-13 12:38,1
@土豆海带丝,,这个日本真的太坏了！它是要把全世界的人都害死吗？自己死还要把我们拖下水,6,2019-09-13 11:12,1
@YY煕ZW,,日本真缺德,5,2019-09-13 11:37,1
@齿痕22047,,损人不利己的典型。,0,2019-09-13 16:13,2
@一个快乐的小星星,,不止是韩国吧 全球都应该关注起来,2,2019-09-13 14:44,1
@你知不知道的事我不知道,,在重实在上美日都比中国强，不知道哪个国家援助非洲之后，带来的后患无穷让人民买单。,3,2019-09-13 11:38,1
@木有OYO,,一样货色,2,2019-09-13 11:38,3
@老大是超可77,,？？？？日本有病？那水留着自己喝吧，别放到太平洋来祸害我们。,2,2019-09-13 12:31,1
@小青年pakka,,日本不是一直在排核污水到太平洋吗？,2,2019-09-13 13:16,2
@趣游天天报,,棒子气急败坏了，呵呵，二战走狗国，天天就喜欢叫。,2,2019-09-13 11:53,1
@Double系,,荒唐得令人喷饭,5,2019-09-13 10:35,1
@PenguinOvQ,,所以，王牌是什么？,1,2019-09-13 09:52,1
@巍澜魏蓝的天空啊,,暴露本质了哈，日本,1,2019-09-13 14:39,1
@各种奇,,霓虹国 懂小礼 缺大德！,1,2019-09-13 14:26,1
@七妹啊a,,日本是有毛病吗？,1,2019-09-13 13:16,1
@SadieAnne59141,,日本人真的很冷漠，残忍,1,2019-09-13 12:31,2
@小马喆,,因祸得辐？有辐同享？这可太缺德了,4,2019-09-13 11:29,1
@阿卡索资讯,,强烈谴责这种不负责任的行为！,1,2019-09-13 11:54,13
@IN821,,日本的辐射水要排到太平洋里面，离最近的就是中国 朝x 俄ls 韩g这几个挨着日本最近遭殃的也是这几个还有我们中国去太平洋打鱼，吃的鱼也是有辐射污染,1,2019-09-13 11:54,1
@大眼斑比乃京城鹿少,,日本人疯了吧,0,2019-09-13 14:04,1
@D喵喵_,,日本人爱干净,0,2019-09-13 13:18,4
@直男热评,,不管别人死活,0,2019-09-13 12:53,1
@王小德呦,,有辐同享？,1,2019-09-13 11:48,1
@神罗地爆0,,转发微博,1,2019-09-13 11:40,4
@dealer钟,,突然发现小泉进太郎接了一个烂摊子,1,2019-09-13 11:38,1
@徐先森001210,,日本就不应该存在，看了海豚湾的纪录片真的太可恨了，不忘国耻讨厌日本鬼子。,2,2019-09-13 17:39,1
@小大人的米多多,,骗叙利亚难民去日本，实则就是去给他们清扫核垃圾，骨子里坏透了。,3,2019-09-13 15:35,1
@Mr东郭,,中国了？怎么老是韩国在发声？,1,2019-09-21 14:39,3
@FFFFFfffffyyy,,韩国应该请专家开个新闻发布会表示日本人吃鲨鱼混辐射水会长寿,1,2019-09-13 19:15,1
@小露露的最爱,,早就知道了   日本把本国所有的垃圾都扔到了太平洋里面   这些垃圾什么都有   你们知道为什么日本地方这么小   也从没有见过他们填埋垃圾么,1,2019-09-13 18:54,1
@清风挽心izjy,,这是一种自私的行为，事关全人类的发展你不能因为你经济的受损而毁坏全世界人类的幸福，希望联合国给予重视，早日做出相应政策,1,2019-09-13 17:24,1
@小滴藏海,,卧槽离中国这么近！排尼玛呢？在家门口撒尿拉屎了还不管管？,1,2019-09-13 15:33,1
@咿呀噫C,,我觉得世界末日离我们越来越近了,1,2019-09-13 14:36,1
@欢晓欢欢,,联合灭了日本,2,2019-09-13 14:12,1
@款鸡涌回来了墙头都给我靠边,,不应该全球谴责吗？麻烦日本人内部消化，谢谢。,1,2019-09-13 13:29,2
@维c维c维ccc,,还有滥杀海豚！！！也要全球抵制！！！,1,2019-09-13 12:51,1
@921派种花者,,至今不会为自己犯下的战争罪孽悔过的国家有啥做不出的，排入太平洋祸害这么多国家，换取自己的一己私利？妄想！,1,2019-09-13 12:36,1
@吃冬枣要剥皮,,排出去的那天，就是海景房爆跌的时候，谁还敢吃海鲜,1,2019-09-13 12:36,1
@漆垰,,',0,2019-11-11 01:41,3
@bufhkjgj,,切尔诺贝利了解一下,0,2019-09-28 14:40,3
@笑靥笑靥笑靥如花,,@sss森123,0,2019-09-13 20:15,2
@霜姐姐喜欢你,,日本就该死绝，威胁全人类,0,2019-09-13 19:34,1
@深巷的少女与猫T,,你们自己喝，别倒,0,2019-09-13 18:43,1
@爱讲三观的奶书,,日本政府呵呵哒,0,2019-09-13 18:24,1
@带着觉知的小猴,,只有我感觉那个人皮肤那么紧致 羡慕,0,2019-09-13 18:05,1
@侯佳丽的微博,,这群日本鬼子可缺了大德了,0,2019-09-13 17:49,1
@总司令波仔,,麻烦你们日本人一人一杯喝了吧，不要害海洋生物，也不要害其他国家的人,0,2019-09-13 17:45,1
@特立独行的鱼_,,日本真的讨厌，偷偷排核辐射的水,0,2019-09-13 17:41,2
@zzhenxi,,转发微博,0,2019-09-13 17:39,1
@低语的钢琴,,事情发生了就要去想着怎么处理！一味的责怪毫无意义。,0,2019-09-13 17:39,1
@恋初冬寒,,韩国对日本怨恨极深啊！老找日本的毛病。,0,2019-09-13 17:34,3
@Q可爱多少女,,老是地震是有道理的,0,2019-09-13 17:29,1
@涤纶解衣你好美,,日本为了耍流氓脸都不要了,0,2019-09-13 17:28,1
@海螺饿了,,日本没有什么坏事是不干的，日本超级坏，恶毒,0,2019-09-13 17:25,3
@海螺饿了,,日本冷漠无情，坏，永远是改不掉的,0,2019-09-13 17:22,3
@海螺饿了,,日本人永远的坏,0,2019-09-13 17:21,3
@航旗kin,,这个事情影响的不应该仅仅是日本周围的这些国家，是环太平洋的每一个国家甚至世界。,1,2019-09-13 17:19,1
@你应是清晨白米稀饭,,我就想看看小日本有没有胆子排,0,2019-09-13 17:18,1
@椰子树脂,,所以别老吹日本人有多礼貌，高素质，讲卫生了，再怎么高，他们都缺心又缺德！,0,2019-09-13 17:07,1
@周杰伦今天发自拍了吗,,排入太平洋可不就是一个国家的事了  最后遭殃的还是最高食物链 人类,0,2019-09-13 16:45,4
@乾三连呀,,强烈谴责日本,0,2019-09-13 16:41,1
@YYYyyang04,,这种事必须马上制止！,0,2019-09-13 16:37,1
@我的嘟呢,,怕是日本在声东击西，混淆视听，得防着点,0,2019-09-13 16:34,4
@我的嘟呢,,日本不怕污染海洋到最后水位太高把他们淹了么？,0,2019-09-13 16:32,4
@稳稳的小金,,@央视新闻 @人民网 @人民日报,0,2019-09-13 16:32,1
@我的嘟呢,,我们也得小心点儿，别他们就是闹给我们看的，降低我们的戒备心，然后悄无声息把不好的东西弄到我们这儿来，毕竟中国和日本也挺近的,0,2019-09-13 16:31,4
@恒温丶cc,,你家住海边，大海就是你家的啊！！！小日本真的是有意思,0,2019-09-13 16:23,1
@加油啊前进,,心肠真狠毒！,0,2019-09-13 16:11,1
@小仙女Wendy吖,,厉害了,0,2019-09-13 15:59,1
@惜xi_,,缺德事儿做的还不够多吗？,0,2019-09-13 15:51,1
@小诺言的颜值粉,,会死多少海洋生物,0,2019-09-13 15:48,1
@不愛运动的凣,,韩国反日的情绪真的是最高的，对于日本的政客真的是直接正面刚，从不委婉表达,0,2019-09-13 15:44,1
@近水楼台望月,,自己喝下去好了,0,2019-09-13 15:41,1
@周青柠寧VIVIVA,,爱护一下海洋好吗,0,2019-09-13 15:39,1
@用户kq6sea0hgd,,这大耳朵,0,2019-09-13 15:29,1
@木易蓉洁,,联合国不出声嘛,0,2019-09-13 15:28,1
@雨夜后梦一场,,排吧，地球的所有智人灭亡后，地球的生态才可能会恢复,0,2019-09-13 15:25,1
@沫沫紫苑,,小日本能把自己的排泄物吃了吗,0,2019-09-13 15:14,1
@陌时烟雨遥,,排到海里？？？那以后的海洋动物和沿海附近的人怎么办！！！,0,2019-09-13 15:13,1
@4am冻,,还真是痛点,0,2019-09-13 15:07,1
@维尼嚯嚯,,拉着人类灭亡啊这是,0,2019-09-13 14:59,1
@嘉芭妮i,,,0,2019-09-13 14:58,1
@君狐桑,,转发微博,0,2019-09-13 14:46,2
@文生加油,,反对,0,2019-09-13 14:28,1
@单身至今还不来提亲,,乳山市政府面子工程，拆违建，强推街道旁边村民院墙，党员干部对村里其他违建不管不问，不公！,0,2019-09-13 14:21,2
@Doy_x,,排进去不是全球都有了么。天！！！沿海地区怎么办？？？能不能为其他人想想别只顾自己，,0,2019-09-13 14:17,1
@hondeson,,怎麽就韩国人发声，其他周边国家呢,0,2019-09-13 14:15,1
@倾成绝色,,中国不担心吗,0,2019-09-13 14:05,1
@犟小孩的天空,,你这样是不是全世界海边不能靠近，海鲜都不敢吃了，日本人的素质呢？？？不是最有素质么？口口声声说自己有素质，却干着没底线的垃圾事！！！！,0,2019-09-13 14:01,1
@考拉-O-,,@Starevidence,0,2019-09-13 13:53,1
@秋风中的雨水,,这件事上我们国家应该支持韩国,0,2019-09-13 13:40,1
@沉思的维卡,,日本不知道已经偷偷在海里排放了多少了,0,2019-09-13 13:23,1
@牛角尖计划过,,一大堆国人跟风往辐射岛跑，拿生命健康去玩,0,2019-09-13 13:23,1
@小新爱护牙,,这就是有些小资人士舔的小日本，真搞笑！,1,2019-09-13 13:15,1
@天上的太阳呦,,留着日本自己喝吧，别放海里祸害全球了，放入大海，全球都得污染，,0,2019-09-13 13:07,1
@玫瑰花园井然,,就怼他们。敢排进海里就把核弹打过去。要死大家一起死,0,2019-09-13 13:04,1
@鳐专属童话,,@思lisa @金豆家的亲子装童装 排入海里 要不要脸 想祸害全球？,0,2019-09-13 12:54,1
@ReyYY橼先生,,辐入东海，有辐同享,0,2019-09-13 12:53,1
@纤手破新橙34748,,我们都应该密切关注一下,0,2019-09-13 12:52,1
@小军55,,日本人表面上彬彬有礼，骨子里坏,0,2019-09-13 12:45,1
@射手座的都市丽人2010,,太坏了,0,2019-09-13 12:45,1
@PoonRichard,,最终祸害全人类,0,2019-09-13 12:44,1
@DanDan哟哟哟,,日本把水倒入海洋就应谴责 自己放的错 就自己承担 为什么我们要用我们的健康为你们买单,0,2019-09-13 12:43,1
@南晨74713,,我害怕地球有一天变成了地狱,0,2019-09-13 12:42,1
@口袋有魔法,,太平洋又不是日本开的凭什么想干嘛就干嘛,0,2019-09-13 12:42,1
@江户川琥,,小韩小日宣战。,0,2019-09-13 12:33,1
@哈啊哈啊哈哈哈啥话,,不要脸,0,2019-09-13 12:32,1
@SadieAnne59141,,鲸鱼那么可爱，为什么要杀掉,0,2019-09-13 12:31,2
@错弄旧事,,韩国人拿什么来阻止日本人,0,2019-09-13 12:29,1
@发福蝶啊_Cri,,日本会受天谴的,0,2019-09-13 12:15,1
@你是我触手可及的遥远星河,,俩干儿子干起来了,0,2019-09-13 12:08,1
@MarvelThanos,,韩国人除了吃咸菜，就是吃海鱼海带了！能不关注吗？,0,2019-09-13 11:57,1
@芥菜种R,,这是变相核武器~强烈反对！垃圾分类做的再好有什么用？！,0,2019-09-13 11:53,1
@是桓不是恒更不是亘,,我觉得让安倍喝掉比较好,0,2019-09-13 11:31,1
@二丶毛彡,,看上面的评论是真的概括到位，日本人真的是懂小礼，缺大德。,0,2019-09-13 11:25,1
@Yourtype30,,就这还每天一堆夸日本的，拉踩一把手。,0,2019-09-13 11:22,1
@昊昊要多吃饭,,自己能喝掉吗?别排出来祸害人行吗?,1,2019-09-13 11:20,1
@松江漕运,,我们外交部在吃月饼吗？,0,2019-09-13 11:19,1
@可爱炸了830,,自己家的东西不是应该自己喝掉嘛,1,2019-09-13 11:16,1
@山佐雷,,毕竟没人会想去清理核废料，日本人金贵得很,0,2019-09-13 11:15,1
@lola小明,,有日本这个国家在我们周围，我们真的太倒霉了，,1,2019-09-13 11:11,1
@豆浆小笼包子,,挺好的,0,2019-09-13 10:52,1
@自由旅行的snowwhite,,韩国在跟日本打贸易战，这个理由最好不过了,0,2019-09-13 10:17,1
@书仙有云陈独皮,,,0,2019-09-13 10:17,1
@守护星飞鱼,,小日本又要干缺德事！应该全球抵制！,2,2019-09-13 13:25,1
@StevvVVV,,支持韩国！！,1,2019-09-13 12:46,1
@moli小姐,,那些天天夸日本的人呢？,1,2019-09-13 12:12,1
@小短腿要加油丫,,我们也与日本相邻好吗......,0,2019-09-13 17:36,1
@兔爷不怂,,这个已经不止关乎韩国和日本两个国家了吧。。。。,0,2019-09-13 17:35,1
@嗷嗷叫o-,,我不要你觉得,0,2019-09-13 17:24,1
@蘇上仙天天磕盐,,@每个人都觉得自己是个例外 服,0,2019-09-13 17:21,1
@NBA热讯,,不知道为什么就是打心底讨厌日本,0,2019-09-13 17:18,2
@昊月空荡荡,,没关系，以后报应来了。谁也逃不了,0,2019-09-13 17:14,1
@好吃好喝好过活,,日本真是缺大德了,0,2019-09-13 16:57,1
@莫西得O_o,,日本真的很烦,0,2019-09-13 16:52,1
@苏西小姐_korea,,希望全球都出来反对下。自己zuo死 为什么拉别人陪葬。太平洋是全世界的 水被污染接下来就是海洋生物 植物 人类 都是息息相关的啊。怎么可以这样摧残地球？ 不考虑子孙后代么,0,2019-09-13 16:42,1
@TUBEXH,,小日本骨子里就是坏的,0,2019-09-13 15:00,1
@FDTaoZ,,是真要造哥斯拉吗,0,2019-09-13 14:54,1
@i我去买点橘子,,日本这国家的存在是真是方方面面的祸害人,0,2019-09-13 14:49,1
@梦梦酱c,,不要你觉得 我要我觉得 我觉得就不能这样,0,2019-09-13 14:42,1
@melone_荔枝西瓜捞,,日本人不是很爱干净吗？怎么可以把核垃圾丢到海里去,0,2019-09-13 14:39,1
@Serenaywl,,想啥呢？难道没想过后果吗？排海里祸害的是全球的人，日本难道不该受到全球国家的谴责嘛？,0,2019-09-13 14:35,1
@猫的球儿,,中国政府一点不强势,0,2019-09-13 14:30,2
@猫的球儿,,中国还有其他国家为什么不第一时候站出来？共同抵制？难不成是默认,0,2019-09-13 14:28,2
@i4qqq,,强烈谴责,0,2019-09-13 14:18,1
@不饮自醉,,虽然韩国不是啥好鸟 但是就事论事 核辐射水对我们危害同样巨大,0,2019-09-13 14:18,1
@kkk3456789,,日本不是爱干净有素质还捡垃圾吗,0,2019-09-13 13:56,1
@小南盆友-,,他们排了 他们也会被核辐射影响啊 脑子有病吧,0,2019-09-13 13:55,1
@是光头鸭__,,日本一亿多人 每人多喝几口不就解决了？？？,0,2019-09-13 13:54,1
@咚升_ChunHae,,其实日本以前现在未来都会一直偷偷排放，现在只是有个人公开说出来而已，要不然这几年诡异的海洋生物怎么来的，而且那钢筋水泥根本无法阻挡辐射水，所以现在整个日本地下都。。。。日本人这样的土地上灌溉饮用制造各种粮食/食物，不想去日本的原因就是这个。,0,2019-09-13 13:52,2
@东江挪福森,,别无选择？那是你的问题，你要解决。不能排到海里，这件事情不需要商量。,0,2019-09-13 13:47,1
@咚升_ChunHae,,转发微博,0,2019-09-13 13:46,2
@丶睿睿睿,,本身日本就是一个很奇怪的国家，环保叫唤的一个比一个凶，天天吆喝自己环保什么的，然后各种过度包装，各种要求原木，去个超市买东西都能收货一堆一堆的塑料袋，还捕杀鲸鱼，想要往大概排核污染废水，真是一个同归于尽的自杀型民族,0,2019-09-13 13:38,1
@橙皮肉桂薄荷精油,,啊啊不得不说日本一些人的脑回路是很迷的,0,2019-09-13 13:36,1
@NN月野恩恩,,应该全球抵制 祸害全人类…么,0,2019-09-13 13:33,1
@孟兰时,,日本真排进太平洋，受灾最严重的应该是中国吧，我们东部的海岸线那么长。。。,1,2019-09-13 13:31,1
@大爷的猫KK,,这些年来估计也是偷偷的排，22后就是光明正大的排，西方媒体还死抓住苏联黑，怎么不来报道下日本,0,2019-09-13 13:29,1
@愿能有人免你孤,,真是恶臭了，制造计划的时候不会预算排污吗？还什么没有选择，喝掉不就好了。真是臭不要脸,1,2019-09-13 13:27,1
@Asukavon,,不干人事！,0,2019-09-13 13:26,1
@为你插柳成荫,,专门养一些牲畜，喝他个几百年，不停喝，喝完了火化，可不可行(●°u°●) 」,0,2019-09-13 13:22,1
@一叶知木_滴水藏海,,#韩国密切关注日本辐射水# 天做孽，犹可为。自做孽，不可活。去补过吧，不要因为一点点过失，而否定全局，相信自己，有得，无德，亦不敢取乐也。,0,2019-09-13 13:20,1
@哈啦啦呀,,骨子里的人性,0,2019-09-13 13:11,1
@A-TingYu,,真是干净自己，埋汰别人,0,2019-09-13 13:04,3
@郭狮羊,,小日本,0,2019-09-13 13:04,1
@Nettle_grass,,日本最终祸害全世界,0,2019-09-13 13:00,1
@似笑非笑的我,,抵制建基站的大爷大妈们看看这边，这才是真辐射,0,2019-09-13 12:48,1
@x_MOK,,偷偷摸摸的想干啥呢 实力演绎拘小谨 缺大德? 请自己国民一人一天一千口 直到自己喝完.,0,2019-09-13 12:40,1
@秋寂呐,,早晚会流到渤海黄海,0,2019-09-13 12:39,2
@薛素子,,在下学识浅薄  冰冻起来 带去极寒之地 常年冰封 不可行？,0,2019-09-13 12:38,1
@秋寂呐,,发给每户一桶，直接喝了，够不够孩子？,0,2019-09-13 12:37,2
@仙女风格,,难道不是应该全人类共同谴责、制裁日本这种不负责任的行为吗？怎么感觉大家有种事事不关已高高挂起的看客心态呢！,0,2019-09-13 12:29,2
@一身奶油味n,,我可qnm了吧 排入太平洋？你特么咋不喝了,0,2019-09-13 12:21,1
@egon5,,没到中国海域啊,0,2019-09-13 12:20,1
@慕尘仙,,@外交部发言人办公室 @外交小灵通,0,2019-09-13 12:17,2
@慕尘仙,,.日本这个国家真的是自私自利，捕鲸就不说了，还往海里排核废水，我们吃的海鲜大部分都是从黄海东海捉的以后我们除非不吃海鲜否则我们都会受到辐射影响。,0,2019-09-13 12:14,2
@DDMarkTeam,,让日本去做清酒，然后让岛民喝,0,2019-09-13 12:13,2
@呦呦呦呦呦呦呦呦呦籽沐lx,,日本这样太缺德了,0,2019-09-13 12:12,1
@BXUEAY,,污水就留在那啊，都放日本,0,2019-09-13 12:09,1
@水南华哥,,这也需要赔偿吧？否则又会形成历史问题？,0,2019-09-13 12:08,1
@KP_Team,,转发微博,0,2019-09-13 11:59,2
@loooboo,,日本的政府真实坏,0,2019-09-13 11:56,1
@悟空的大橙子,,怎么感觉这世界离死不远了,0,2019-09-13 11:40,1
@靖悄悄_SEIWIN,,自己受伤就好了。及时止损。还要危害全世界人民？,0,2019-09-13 11:40,1
@旮旯里的甴曱250,,//@卍观自在:麻烦爱干净的日本人     去大海里把核污水捡起来   ,0,2019-09-13 11:26,2
@旮旯里的甴曱250,,,0,2019-09-13 11:22,2
@雁字回时___,,会不会已经偷偷摸摸排了…也太缺德了,1,2019-09-13 11:22,1
@我不叫上進欸,,维护本国利益是主权国家对外出发点和落脚点,1,2019-09-13 17:14,1
@eldorado01,,中国呢？这不仅是韩国一国的事吧，中国靠近日本的沿海城市怎么办，有人管吗？@人民日报,1,2019-09-13 17:03,1
@用心感化怼友,,知小礼，而无大义,1,2019-09-13 16:59,1
@关雅琪-77,,小日本懂小礼，缺大德！！！停止捕杀鲸鱼 日本：反对 停止捕杀海豚 日本：反对  禁止污水排放海洋 日本：反对  承认南京大屠杀 日本：我没有,1,2019-09-13 16:32,1
@爱买医生山水绿,,知小礼而无大义，这话说日本人也是太贴切太精辟了,1,2019-09-13 16:30,1
@九个尾巴的松鼠,,突然想到了哥斯拉,1,2019-09-13 16:00,1
@枫樱雪,,//@宋景瑜:难道不是应该全人类共同谴责、制裁日本这种不负责任的行为吗？怎么感觉大家有种事事不关已高高挂起的看客心态呢！,1,2019-09-13 15:52,1
@阿拉蕾Christine,,日本人不是不乱丢垃圾，街道非常干净吗？怎么污染的水能排到海里呢？自己喝了不好吗？,1,2019-09-13 15:45,1
@蔡晓驰Al,,二战日本快战败的时候就拼命研究原子弹，想让全世界的人陪葬，还好日本铀资源少，不然后果不堪设想，这个国家总是能做出极端的行为，自己不好过也要让别人一起不好过,2,2019-09-13 15:35,1
@Ayritr,,真他妈想把这破岛踢远点，一天到晚搞事情,1,2019-09-13 15:34,1
@QQ反馈,,棒子为报复鬼子直接发射导弹炸毁鬼子核电厂，与鬼子同归于尽,1,2019-09-13 15:16,1
@王源哥哥的小仙女肖棠媛,,国与国的博弈凭什么牺牲全人类的利益，污染海水损害的不是整个地球海洋吗，可耻,1,2019-09-13 15:13,1
@快乐P球,,韩国可以着手拍一个太平洋怪物了,1,2019-09-13 14:40,1
@云满天001,,这简直是赤裸裸的谋杀，我实在不能理解日本这个变态民族，你说他守礼，他确实平时彬彬有礼，你说他是禽兽，他确实杀中国人比赛谁砍得头多，惨无人道。明明知道把这东西排到太平洋，会毁了一片海域生态系统，说不定会有更坏的变异，临近的国家人民吃了会有多大的危改。还他妈别无选择，小日本快沉了得了,2,2019-09-13 14:12,1
@土味泥泥,,我们国家也应该反对 这对附近的国家影响太大了,1,2019-09-13 14:11,1
@德玛西亚的猪崽,,前几天因为日本球队打扫了休息室疯狂吹捧日本人素质高的出来挨打。,1,2019-09-13 14:11,1
@点墨砚青,,,1,2019-09-13 14:07,1
@o小玮子o,,然而日本人马上要拍电影表现他们如何奋不顾身抢救核电站了呢,2,2019-09-13 13:44,1
@荏桐树,,海鲜不能吃了……,1,2019-09-13 13:32,1
@火車少女小霏君,,除了排入太平洋别无他法？不～你还可以喝了吖～,1,2019-09-13 13:11,1
@红的像团火,,应该让美国制裁一下,1,2019-09-13 13:07,1
@漆垰,,',0,2019-11-11 01:41,3
@C慈C小慈_997,,尼玛小日本,0,2019-11-05 22:09,2
@料理少女圆圆,,韩国在跟踪日本坏新闻方面好有热情喔！（能不能帮我报道下日本第一大黑心不动产,0,2019-10-17 19:41,2
@bufhkjgj,,切尔诺贝利了解一下,0,2019-09-28 14:40,3
@格桑花在满天飞,,你喝回去,0,2019-09-26 11:44,2
@Mr东郭,,中国了？怎么老是韩国在发声？,1,2019-09-21 14:39,3
@水世界-中国城镇水网,,转发微博,0,2019-09-16 17:34,2
@漆垰,,',0,2019-11-11 01:41,3
@C慈C小慈_997,,尼玛小日本,0,2019-11-05 22:09,2
@料理少女圆圆,,韩国在跟踪日本坏新闻方面好有热情喔！（能不能帮我报道下日本第一大黑心不动产,0,2019-10-17 19:41,2
@bufhkjgj,,切尔诺贝利了解一下,0,2019-09-28 14:40,3
@格桑花在满天飞,,你喝回去,0,2019-09-26 11:44,2
@Mr东郭,,中国了？怎么老是韩国在发声？,1,2019-09-21 14:39,3
@水世界-中国城镇水网,,转发微博,0,2019-09-16 17:34,2
